,CURRENT|6
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
1065,0.0
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,0.0
1112,0.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,0.0
1118,0.0
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.020508
1179,0.692139
1180,1.896973
1181,3.435059
1182,4.998779
1183,6.424072
1184,7.777588
1185,9.00293
1186,10.125732
1187,11.084473
1188,11.991943
1189,12.82251
1190,13.571045
1191,14.247803
1192,14.847656
1193,15.375732
1194,15.857666
1195,16.272949
1196,16.652344
1197,17.036865
1198,17.385498
1199,17.723877
1200,18.016113
1201,18.287842
1202,18.554443
1203,18.780029
1204,18.9646
1205,19.118408
1206,19.26709
1207,19.38501
1208,19.487549
1209,19.559326
1210,19.62085
1211,19.682373
1212,19.718262
1213,19.759277
1214,19.779785
1215,19.800293
1216,19.841309
1217,19.897705
1218,19.948975
1219,20.005371
1220,20.092529
1221,20.169434
1222,20.230957
1223,20.312988
1224,20.369385
1225,20.425781
1226,20.46167
1227,20.52832
1228,20.559082
1229,20.594971
1230,20.635986
1231,20.692383
1232,20.728271
1233,20.789795
1234,20.825684
1235,20.861572
1236,20.887207
1237,20.902588
1238,20.93335
1239,20.93335
1240,20.938477
1241,20.94873
1242,20.958984
1243,20.994873
1244,21.046143
1245,21.112793
1246,21.23584
1247,21.348633
1248,21.543457
1249,21.758789
1250,22.015137
1251,22.322754
1252,22.676514
1253,23.055908
1254,23.450684
1255,23.901855
1256,24.363281
1257,24.855469
1258,25.327148
1259,25.819336
1260,26.311523
1261,26.813965
1262,27.301025
1263,27.788086
1264,28.2854
1265,28.75708
1266,29.269775
1267,29.736328
1268,30.218262
1269,30.664307
1270,31.135986
1271,31.587158
1272,32.022949
1273,32.448486
1274,32.592041
1275,31.525635
1276,29.418457
1277,26.829346
1278,24.183838
1279,21.594727
1280,19.251709
1281,17.165039
1282,15.232178
1283,13.535156
1284,12.002197
1285,10.612793
1286,9.392578
1287,8.305664
1288,7.357178
1289,6.567627
1290,5.819092
1291,5.208984
1292,4.655273
1293,4.188721
1294,3.804199
1295,3.424805
1296,3.127441
1297,2.865967
1298,2.619873
1299,2.399414
1300,2.194336
1301,2.004639
1302,1.866211
1303,1.691895
1304,1.589355
1305,1.466309
1306,1.37915
1307,1.327881
1308,1.240723
1309,1.199707
1310,1.158691
1311,1.112549
1312,1.07666
1313,1.025391
1314,0.968994
1315,0.95874
1316,0.89209
1317,0.881836
1318,0.845947
1319,0.830566
1320,0.851074
1321,0.815186
1322,0.830566
1323,0.830566
1324,0.825439
1325,0.820312
1326,0.799805
1327,0.784424
1328,0.784424
1329,0.743408
1330,0.748535
1331,0.733154
1332,0.728027
1333,0.753662
1334,0.733154
1335,0.758789
1336,0.769043
1337,0.77417
1338,0.784424
1339,0.763916
1340,0.758789
1341,0.758789
1342,0.7229
1343,0.738281
1344,0.7229
1345,0.7229
1346,0.748535
1347,0.728027
1348,0.758789
1349,0.758789
1350,0.769043
1351,0.784424
1352,0.763916
1353,0.758789
1354,0.753662
1355,0.7229
1356,0.733154
1357,0.7229
1358,0.7229
1359,0.743408
1360,0.728027
1361,0.758789
1362,0.763916
1363,0.779297
1364,0.784424
1365,0.763916
1366,0.769043
1367,0.758789
1368,0.728027
1369,0.738281
1370,0.7229
1371,0.7229
1372,0.743408
1373,0.728027
1374,0.758789
1375,0.763916
1376,0.779297
1377,0.784424
1378,0.763916
1379,0.77417
1380,0.758789
1381,0.733154
1382,0.748535
1383,0.7229
1384,0.728027
1385,0.743408
1386,0.728027
1387,0.769043
1388,0.769043
1389,0.784424
1390,0.784424
1391,0.763916
1392,0.77417
1393,0.763916
1394,0.738281
1395,0.748535
1396,0.7229
1397,0.728027
1398,0.738281
1399,0.728027
1400,0.763916
1401,0.763916
1402,0.784424
1403,0.784424
1404,0.758789
1405,0.77417
1406,0.758789
1407,0.738281
1408,0.748535
1409,0.7229
1410,0.728027
1411,0.738281
1412,0.717773
1413,0.763916
1414,0.763916
1415,0.784424
1416,0.779297
1417,0.758789
1418,0.77417
1419,0.753662
1420,0.743408
1421,0.743408
1422,0.712646
1423,0.728027
1424,0.733154
1425,0.717773
1426,0.763916
1427,0.763916
1428,0.784424
1429,0.779297
1430,0.758789
1431,0.779297
1432,0.763916
1433,0.748535
1434,0.753662
1435,0.728027
1436,0.728027
1437,0.743408
1438,0.728027
1439,0.758789
1440,0.758789
1441,0.789551
1442,0.779297
1443,0.753662
1444,0.779297
1445,0.753662
1446,0.743408
1447,0.743408
1448,0.717773
1449,0.728027
1450,0.743408
1451,0.717773
1452,0.753662
1453,0.753662
1454,0.784424
1455,0.779297
1456,0.753662
1457,0.784424
1458,0.758789
1459,0.748535
1460,0.738281
1461,0.712646
1462,0.733154
1463,0.738281
1464,0.7229
1465,0.748535
1466,0.753662
1467,0.784424
1468,0.77417
1469,0.753662
1470,0.784424
1471,0.758789
1472,0.753662
1473,0.738281
1474,0.717773
1475,0.728027
1476,0.738281
1477,0.728027
1478,0.748535
1479,0.753662
1480,0.784424
1481,0.77417
1482,0.753662
1483,0.779297
1484,0.753662
1485,0.753662
1486,0.733154
1487,0.70752
1488,0.733154
1489,0.733154
1490,0.728027
1491,0.743408
1492,0.753662
1493,0.789551
1494,0.77417
1495,0.753662
1496,0.779297
1497,0.753662
1498,0.753662
1499,0.733154
1500,0.712646
1501,0.728027
1502,0.733154
1503,0.728027
1504,0.738281
1505,0.748535
1506,0.784424
1507,0.779297
1508,0.753662
1509,0.77417
1510,0.753662
1511,0.758789
1512,0.728027
1513,0.717773
1514,0.733154
1515,0.733154
1516,0.733154
1517,0.733154
1518,0.748535
1519,0.784424
1520,0.779297
1521,0.758789
1522,0.77417
1523,0.748535
1524,0.758789
1525,0.728027
1526,0.717773
1527,0.728027
1528,0.728027
1529,0.733154
1530,0.733154
1531,0.748535
1532,0.789551
1533,0.779297
1534,0.758789
1535,0.769043
1536,0.748535
1537,0.758789
1538,0.7229
1539,0.717773
1540,0.7229
1541,0.728027
1542,0.733154
1543,0.733154
1544,0.743408
1545,0.789551
1546,0.77417
1547,0.763916
1548,0.763916
1549,0.748535
1550,0.763916
1551,0.728027
1552,0.728027
1553,0.728027
1554,0.733154
1555,0.743408
1556,0.733154
1557,0.748535
1558,0.784424
1559,0.779297
1560,0.769043
1561,0.769043
1562,0.743408
1563,0.769043
1564,0.728027
1565,0.7229
1566,0.7229
1567,0.728027
1568,0.743408
1569,0.733154
1570,0.748535
1571,0.779297
1572,0.779297
1573,0.769043
1574,0.763916
1575,0.743408
1576,0.769043
1577,0.717773
1578,0.7229
1579,0.717773
1580,0.728027
1581,0.743408
1582,0.733154
1583,0.748535
1584,0.779297
1585,0.769043
1586,0.77417
1587,0.763916
1588,0.748535
1589,0.769043
1590,0.7229
1591,0.728027
1592,0.712646
1593,0.717773
1594,0.743408
1595,0.728027
1596,0.748535
1597,0.77417
1598,0.77417
1599,0.77417
1600,0.763916
1601,0.748535
1602,0.769043
1603,0.7229
1604,0.728027
1605,0.712646
1606,0.717773
1607,0.743408
1608,0.733154
1609,0.753662
1610,0.763916
1611,0.769043
1612,0.77417
1613,0.763916
1614,0.743408
1615,0.763916
1616,0.717773
1617,0.733154
1618,0.712646
1619,0.712646
1620,0.748535
1621,0.728027
1622,0.753662
1623,0.769043
1624,0.77417
1625,0.77417
1626,0.758789
1627,0.753662
1628,0.758789
1629,0.717773
1630,0.728027
1631,0.712646
1632,0.717773
1633,0.743408
1634,0.728027
1635,0.753662
1636,0.763916
1637,0.77417
1638,0.784424
1639,0.763916
1640,0.753662
1641,0.758789
1642,0.7229
1643,0.738281
1644,0.717773
1645,0.717773
1646,0.743408
1647,0.7229
1648,0.753662
1649,0.758789
1650,0.77417
1651,0.779297
1652,0.758789
1653,0.753662
1654,0.748535
1655,0.717773
1656,0.733154
1657,0.717773
1658,0.717773
1659,0.738281
1660,0.717773
1661,0.748535
1662,0.758789
1663,0.77417
1664,0.784424
1665,0.758789
1666,0.758789
1667,0.748535
1668,0.717773
1669,0.733154
1670,0.717773
1671,0.717773
1672,0.733154
1673,0.7229
1674,0.748535
1675,0.753662
1676,0.77417
1677,0.779297
1678,0.753662
1679,0.763916
1680,0.753662
1681,0.7229
1682,0.738281
1683,0.717773
1684,0.717773
1685,0.738281
1686,0.717773
1687,0.758789
1688,0.758789
1689,0.77417
1690,0.77417
1691,0.753662
1692,0.763916
1693,0.748535
1694,0.728027
1695,0.738281
1696,0.712646
1697,0.717773
1698,0.728027
1699,0.717773
1700,0.753662
1701,0.753662
1702,0.77417
1703,0.77417
1704,0.743408
1705,0.763916
1706,0.748535
1707,0.728027
1708,0.738281
1709,0.70752
1710,0.717773
1711,0.7229
1712,0.70752
1713,0.753662
1714,0.748535
1715,0.77417
1716,0.769043
1717,0.748535
1718,0.763916
1719,0.748535
1720,0.733154
1721,0.738281
1722,0.70752
1723,0.7229
1724,0.728027
1725,0.712646
1726,0.753662
1727,0.753662
1728,0.779297
1729,0.769043
1730,0.748535
1731,0.77417
1732,0.753662
1733,0.743408
1734,0.743408
1735,0.7229
1736,0.7229
1737,0.733154
1738,0.717773
1739,0.748535
1740,0.748535
1741,0.779297
1742,0.769043
1743,0.743408
1744,0.769043
1745,0.748535
1746,0.733154
1747,0.733154
1748,0.712646
1749,0.7229
1750,0.733154
1751,0.712646
1752,0.743408
1753,0.748535
1754,0.779297
1755,0.769043
1756,0.743408
1757,0.77417
1758,0.748535
1759,0.738281
1760,0.728027
1761,0.70752
1762,0.717773
1763,0.728027
1764,0.712646
1765,0.738281
1766,0.743408
1767,0.784424
1768,0.769043
1769,0.743408
1770,0.77417
1771,0.753662
1772,0.743408
1773,0.733154
1774,0.712646
1775,0.7229
1776,0.733154
1777,0.717773
1778,0.738281
1779,0.743408
1780,0.779297
1781,0.77417
1782,0.743408
1783,0.769043
1784,0.748535
1785,0.748535
1786,0.7229
1787,0.702393
1788,0.728027
1789,0.733154
1790,0.717773
1791,0.733154
1792,0.748535
1793,0.784424
1794,0.769043
1795,0.748535
1796,0.77417
1797,0.748535
1798,0.748535
1799,0.728027
1800,0.70752
1801,0.728027
1802,0.728027
1803,0.728027
1804,0.733154
1805,0.748535
1806,0.779297
1807,0.77417
1808,0.748535
1809,0.77417
1810,0.748535
1811,0.753662
1812,0.7229
1813,0.712646
1814,0.728027
1815,0.728027
1816,0.7229
1817,0.728027
1818,0.743408
1819,0.779297
1820,0.77417
1821,0.753662
1822,0.769043
1823,0.743408
1824,0.753662
1825,0.728027
1826,0.712646
1827,0.7229
1828,0.7229
1829,0.728027
1830,0.733154
1831,0.743408
1832,0.784424
1833,0.77417
1834,0.753662
1835,0.763916
1836,0.743408
1837,0.753662
1838,0.717773
1839,0.70752
1840,0.717773
1841,0.7229
1842,0.728027
1843,0.7229
1844,0.738281
1845,0.779297
1846,0.763916
1847,0.753662
1848,0.758789
1849,0.738281
1850,0.758789
1851,0.7229
1852,0.717773
1853,0.7229
1854,0.7229
1855,0.733154
1856,0.728027
1857,0.743408
1858,0.77417
1859,0.769043
1860,0.763916
1861,0.758789
1862,0.738281
1863,0.758789
1864,0.717773
1865,0.717773
1866,0.717773
1867,0.717773
1868,0.733154
1869,0.7229
1870,0.738281
1871,0.77417
1872,0.769043
1873,0.763916
1874,0.758789
1875,0.738281
1876,0.758789
1877,0.712646
1878,0.717773
1879,0.712646
1880,0.717773
1881,0.738281
1882,0.728027
1883,0.743408
1884,0.77417
1885,0.769043
1886,0.769043
1887,0.758789
1888,0.743408
1889,0.763916
1890,0.717773
1891,0.7229
1892,0.70752
1893,0.712646
1894,0.738281
1895,0.7229
1896,0.738281
1897,0.769043
1898,0.769043
1899,0.769043
1900,0.758789
1901,0.743408
1902,0.758789
1903,0.712646
1904,0.7229
1905,0.712646
1906,0.712646
1907,0.743408
1908,0.7229
1909,0.743408
1910,0.758789
1911,0.763916
1912,0.769043
1913,0.758789
1914,0.743408
1915,0.753662
1916,0.717773
1917,0.7229
1918,0.70752
1919,0.70752
1920,0.743408
1921,0.7229
1922,0.748535
1923,0.758789
1924,0.769043
1925,0.769043
1926,0.753662
1927,0.748535
1928,0.758789
1929,0.712646
1930,0.7229
1931,0.70752
1932,0.712646
1933,0.733154
1934,0.7229
1935,0.748535
1936,0.758789
1937,0.763916
1938,0.779297
1939,0.758789
1940,0.748535
1941,0.753662
1942,0.717773
1943,0.733154
1944,0.712646
1945,0.712646
1946,0.738281
1947,0.717773
1948,0.753662
1949,0.753662
1950,0.769043
1951,0.77417
1952,0.753662
1953,0.748535
1954,0.743408
1955,0.7229
1956,0.728027
1957,0.712646
1958,0.712646
1959,0.733154
1960,0.717773
1961,0.743408
1962,0.753662
1963,0.769043
1964,0.77417
1965,0.748535
1966,0.753662
1967,0.743408
1968,0.712646
1969,0.728027
1970,0.712646
1971,0.712646
1972,0.728027
1973,0.717773
1974,0.743408
1975,0.753662
1976,0.769043
1977,0.779297
1978,0.748535
1979,0.758789
1980,0.743408
1981,0.7229
1982,0.738281
1983,0.712646
1984,0.712646
1985,0.728027
1986,0.712646
1987,0.748535
1988,0.748535
1989,0.769043
1990,0.77417
1991,0.748535
1992,0.758789
1993,0.743408
1994,0.7229
1995,0.733154
1996,0.712646
1997,0.712646
1998,0.7229
1999,0.712646
2000,0.748535
2001,0.748535
2002,0.769043
2003,0.77417
2004,0.743408
2005,0.758789
2006,0.743408
2007,0.7229
2008,0.733154
2009,0.702393
2010,0.712646
2011,0.7229
2012,0.702393
2013,0.748535
2014,0.743408
2015,0.769043
2016,0.763916
2017,0.738281
2018,0.758789
2019,0.738281
2020,0.728027
2021,0.728027
2022,0.697266
2023,0.712646
2024,0.7229
2025,0.712646
2026,0.748535
2027,0.748535
2028,0.77417
2029,0.769043
2030,0.743408
2031,0.769043
2032,0.748535
2033,0.733154
2034,0.738281
2035,0.717773
2036,0.717773
2037,0.728027
2038,0.712646
2039,0.748535
2040,0.743408
2041,0.77417
2042,0.763916
2043,0.738281
2044,0.763916
2045,0.738281
2046,0.733154
2047,0.728027
2048,0.702393
2049,0.712646
2050,0.728027
2051,0.70752
2052,0.738281
2053,0.743408
2054,0.77417
2055,0.763916
2056,0.738281
2057,0.769043
2058,0.748535
2059,0.738281
2060,0.733154
2061,0.717773
2062,0.733154
2063,0.738281
2064,0.728027
2065,0.753662
2066,0.758789
2067,0.794678
2068,0.784424
2069,0.758789
2070,0.794678
2071,0.77417
2072,0.769043
2073,0.763916
2074,0.743408
2075,0.758789
2076,0.769043
2077,0.758789
2078,0.77417
2079,0.784424
2080,0.820312
2081,0.810059
2082,0.784424
2083,0.815186
2084,0.794678
2085,0.794678
2086,0.779297
2087,0.763916
2088,0.789551
2089,0.794678
2090,0.784424
2091,0.794678
2092,0.804932
2093,0.84082
2094,0.825439
2095,0.804932
2096,0.835693
2097,0.815186
2098,0.815186
2099,0.799805
2100,0.784424
2101,0.804932
2102,0.810059
2103,0.810059
2104,0.810059
2105,0.820312
2106,0.856201
2107,0.845947
2108,0.825439
2109,0.851074
2110,0.830566
2111,0.84082
2112,0.820312
2113,0.810059
2114,0.830566
2115,0.830566
2116,0.830566
2117,0.830566
2118,0.835693
2119,0.866455
2120,0.861328
2121,0.84082
2122,0.861328
2123,0.845947
2124,0.861328
2125,0.835693
2126,0.825439
2127,0.835693
2128,0.84082
2129,0.845947
